FILIAL;MÊS;CONTA;REAL;ORÇ. GERENCIAL
0109-FORT;FEV;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;7.257;0
0109-FORT;FEV;311040109010 - ( - ) VALE REFEICAO;2.472;0
0109-FORT;FEV;311040109011 - ( - ) ASSISTENCIA MEDICA;28.926;0
0109-FORT;FEV;311040109012 - ( - ) PLANO ODONTOLOGICO;1.012;0
0109-FORT;FEV;311040109013 - ( - ) VALE TRANSPORTE;12.914;0
0109-FORT;FEV;311040109014 - ( - ) AVISO PREVIO;7.103;0
0109-FORT;FEV;311040201001 - AGUA/ESGOTO;-9.450;-12.750
0109-FORT;FEV;311040201002 - ALUGUEL;-2.614;-613.103
0109-FORT;FEV;311040201027 - ENERGIA ELETRICA;-234.828;-270.000
0109-FORT;FEV;311040201058 - COMUNICACAO;-4.143;-4.226
0109-FORT;FEV;311040301004 - GASTOS COM MIDIA DIGITAL;-250.085;-277.344
0109-FORT;FEV;311040301009 - GASTOS COM HONORARIOS PUBLICITARIOS;-44.800;-36.000
0109-FORT;FEV;311040301011 - GASTOS COM DESPESAS MARKETING;-2.262;-4.364
0109-FORT;FEV;311040301012 - GASTOS COM PRODUCAO/GRAFICA;-6.192;-14.000
0109-FORT;FEV;311040302006 - SERVICOS COM  RADIO INDOOR;0;-984
0109-FORT;FEV;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;-19.200;-19.685
0109-FORT;FEV;311040302019 - PATROCINIO;0;-2.727
0109-FORT;FEV;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-5.741
0109-FORT;FEV;311040302021 - SERVICOS MARKETING VERBAS COOPERADA;-1.506;0
0109-FORT;FEV;311040302022 - SERVICOS COM COMUNICACAO VISUAL - MKT;0;-4.545
0109-FORT;FEV;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-280.664;0
0109-FORT;FEV;311040304005 - FRETE DE TRANSFERENCIA INTERMUNICIPAL/INTERESTADUAL - SERV. TERCEIROS;0;-302.333
0109-FORT;FEV;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-113.596;-127.803
0109-FORT;FEV;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-11.143;-18.745
0109-FORT;FEV;311040414010 - LICENCIAMENTO DE SOFTWARE;0;-3.636
0109-FORT;FEV;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-14.040;-13.040
0109-FORT;FEV;311040417002 - HOTEIS E ESTADIAS;0;-1.200
0109-FORT;FEV;311040417004 - TAXI / UBER;-790;-300
0109-FORT;FEV;311040417006 - COMBUSTIVEL EM VIAGEM;0;-300
0109-FORT;FEV;311040417007 - ALIMENTACAO EM VIAGEM;0;-1.200
0109-FORT;FEV;311040429005 - SERVICOS  CONTABEIS;-16.968;-16.968
0109-FORT;FEV;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-2.400
0109-FORT;FEV;311040429011 - SERVICOS  JURIDICOS;-5.840;-6.000
0109-FORT;FEV;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-23.810;-26.253
0109-FORT;FEV;311040429017 - SERVICOS  FRETES E CARRETOS;0;-1.000
0109-FORT;FEV;311040429018 - SERVICOS  COM TECNOLOGIA;0;-608
0109-FORT;FEV;311040429020 - SERVICOS  COM MARKETING;0;-391
0109-FORT;FEV;311040429021 - SERVICOS COM TRANSPORTE E GUARDA DE VALORES;-3.733;-7.922
0109-FORT;FEV;311040429022 - SERVICOS COM INSTALACOES E MONTAGENS;0;-1.000
0109-FORT;FEV;311040429023 - SERVICOS COM LIMPEZA E CONSERVACAO;-78.926;-83.906
0109-FORT;FEV;311040429031 - SERVICOS COM MANUTENCAO;-15.000;-28.545
0109-FORT;FEV;311040429033 - SERVICOS DE ANALISE DE AGUA;-5.746;-5.746
0109-FORT;FEV;311040502004 - BENS DE NATUREZA NAO PERMANENTE;0;-540
0109-FORT;FEV;311040502005 - CONDUCAO E PASSAGENS;0;-434
0109-FORT;FEV;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-2.131;-3.200
0109-FORT;FEV;311040502007 - CORREIOS E MALOTES;0;-180
0109-FORT;FEV;311040502008 - DESPESAS LEGAIS E JUDICIAIS;0;-630
0109-FORT;FEV;311040502009 - DESPESAS CARTORIO;-876;0
0109-FORT;FEV;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;-900;-900
0109-FORT;FEV;311040502016 - LANCHES E REFEICOES;-721;-2.000
0109-FORT;FEV;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;0;-600
0109-FORT;FEV;311040502018 - MATERIAL DE LIMPEZA;0;-1.260
0109-FORT;FEV;311040502025 - DESPESA COM RESSARCIMENTO;-1.654;-360
0109-FORT;FEV;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-2.853;-3.000
0109-FORT;FEV;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;0;-586
0109-FORT;FEV;311040502039 - DESPESAS COM MATERIAL CONSUMO;-2.862;-9.000
0109-FORT;FEV;311040502040 - MATERIAL COPA E COZINHA;-3.801;-4.000
0109-FORT;FEV;311040502042 - COLETA DE RESIDUOS;-7.574;-9.675
0109-FORT;FEV;311040502046 - BAIXAS DE ESTOQUE CONSUMO (5949/6949);-6.771;-1.728
0109-FORT;FEV;311040502047 - MATERIAIS DE DIVULGACOES INTERNAS;0;-1.200
0109-FORT;FEV;311040502048 - EXAMES MEDICOS E HOSPITALARES;-3.880;-1.900
0109-FORT;FEV;311040503001 - ENCARGOS DE DEPRECIACAO;-166.962;-166.857
0109-FORT;FEV;311040503002 - ENCARGOS DE AMORTIZACAO;-80.733;-229.893
0109-FORT;FEV;311040503003 - DESPESA COM AMORTIZACAO - ATIVO DE DIREITO DE USO;-160.958;0
0109-FORT;FEV;311040504003 - ( - )  DESPESA COM AMORTIZACAO - ATIVO DE DIREITO DE USO;61.074;0
0109-FORT;FEV;311040701003 - IPTU;-565.351;-569.799
0109-FORT;FEV;311040701005 - CONTRIBUICAO SINDICAL;-7.056;0
0109-FORT;FEV;311040701006 - DIFAL DIFERENCA DE ALIQUOTA;-1.481;0
0109-FORT;FEV;311040701007 - GNRE;0;-6.560
0109-FORT;FEV;311040701008 - IMPOSTOS E TAXAS GERAIS;0;-5.355
0109-FORT;FEV;311040701011 - PIS/COFINS SOBRE RECEITA DE VERBAS;-15.948;0
0109-FORT;FEV;311040801001 - MANUTENCAO E REPARO BENS MOVEIS;-2.952;-4.600
0109-FORT;FEV;311040801003 - MANUTENCAO E REPARO INSTALACOES IMOVEIS TERCEIR;0;-1.080
0109-FORT;FEV;311041001006 - PROVISAO PARA CONTINGENCIAS TRABALHISTAS;0;-3.000
0109-FORT;FEV;311041001007 - PROVISAO PARA CONTINGENCIAS ADMINISTRATIVAS;0;-1.600
0109-FORT;FEV;311041001008 - PROVISAO CONTINGENCIAS CIVEIS;0;-1.833
0109-FORT;FEV;311041101005 - BRINDES INSTITUCIONAIS;-6.839;-8.400
0109-FORT;FEV;311041205003 - RECEITA DE ALUGUEL;16.397;12.000
0109-FORT;FEV;311041205005 - RECEITA DE VERBAS COOPERADA;71.175;0
0109-FORT;FEV;311050101018 - DESPESA COM BONIFICACAO;-4.131;-781
0109-FORT;FEV;311050101021 - TAXAS DE ADMINISTRACAO DE CARTAO;-336.332;-274.601
0109-FORT;FEV;311050102002 - COMBUSTIVEL PARA EMPILHADEIRAS;-13.990;-16.000
0109-FORT;FEV;311050103001 - FRETE DE ENTREGA PARA CLIENTES;0;-254.672
0109-FORT;FEV;311070101003 - DESPESAS BANCÁRIAS;-2.757;-1.325
0109-FORT;FEV;311070101005 - JUROS SOBRE EMPRÉSTIMOS/CONTA GARANTIDA;-1.015.864;-703.161
0109-FORT;FEV;311070101007 - JUROS PASSIVOS;-3;-342
0109-FORT;FEV;311070101014 - JUROS S/ ATIVO DE DIREITO DE USO;-625.197;0
0109-FORT;FEV;311070101018 - DESCONTOS CONCEDIDOS;0;-2.051
0109-FORT;FEV;311070103001 - RECEITAS JUROS ATIVOS;369;1.089
0109-FORT;FEV;311070103002 - DESCONTOS OBTIDOS;4.297;3.923
0109-FORT;FEV;311070104023 - RECEITA DE VERBAS DESCONTOS EM DUPLICATAS;201.376;0
0109-FORT;FEV;Encargos sobre comissões;-107.728;-142.314
0109-FORT;FEV;Estorno Encargos sobre comissões;107.728;142.314
0109-FORT;FEV;Frete Transferência Bruto;-7.700;0
0109-FORT;FEV;QUEBRA;0;-190.496
0109-FORT;FEV;Rateio do Credito Pis e Cofins;238.972;0
0109-FORT;FEV;VPC;0;577.957
0109-FORT;MAR;311010101001 - RECEITA DE MERCADORIAS VENDIDAS NACIONAL;15.157.882;19.757.342
0109-FORT;MAR;311010101006 - RECEITA DE FRETE MERCADORIA;24.200;73.743
0109-FORT;MAR;311010102002 - ( - ) DESCONTOS INCONDICIONAIS;-514.207;-875.934
0109-FORT;MAR;311010102003 - ( - ) ICMS S/ REVENDA MERCADORIA;-581.624;-834.759
0109-FORT;MAR;311010102004 - ( - ) COFINS;-1.022.685;-1.282.229
0109-FORT;MAR;311010102005 - ( - ) PIS/PASEP;-222.033;-299.076
0109-FORT;MAR;311010102011 - ( - ) DEVOLUCAO DE VENDAS;-525.316;-929.159
0109-FORT;MAR;311010201004 - RECEITA DE FRETE DE CLIENTE;64.072;0
0109-FORT;MAR;311010202001 - ISS;-3.197;-3.687
0109-FORT;MAR;311010202002 - PIS;-1.057;-1.217
0109-FORT;MAR;311010202003 - COFINS;-4.869;-5.604
0109-FORT;MAR;311020101001 - CUSTO DE MERCADORIA VENDIDA NACIONAL;-8.893.730;-10.465.897
0109-FORT;MAR;311020101003 - CUSTO SOBRE QUEBRA DE MERCADORIA;-152.992;0
0109-FORT;MAR;311040101001 - ADICIONAL NOTURNO;0;-922
0109-FORT;MAR;311040101005 - ALIMENTAÇÃO;-87.647;-118.956
0109-FORT;MAR;311040101006 - ASSITÊNCIA MÉDICA;-33.430;0
0109-FORT;MAR;311040101007 - AVISO PRÉVIO;-9.822;-20.183
0109-FORT;MAR;311040101008 - BENEFÍCIOS A EMPREGADOS;0;-1.443
0109-FORT;MAR;311040101010 - COMISSÃO E REPOUSO REMUNERADO;-183.118;-229.538
0109-FORT;MAR;311040101012 - CURSOS/TREINAMENTOS JD;0;-1.000
0109-FORT;MAR;311040101015 - FERIAS;-4.324;-9.611
0109-FORT;MAR;311040101018 - GRATIFICAÇÕES / PREMIAÇÕES;-600;-8.000
0109-FORT;MAR;311040101019 - HORAS EXTRAS;-3.445;-5.500
0109-FORT;MAR;311040101022 - MENOR APRENDIZ;-678;-2.800
0109-FORT;MAR;311040101023 - MULTAS - RESCISOES DE CONTRATOS RM;-48;0
0109-FORT;MAR;311040101027 - PERICULOSIDADE;-2.470;-2.996
0109-FORT;MAR;311040101029 - SALÁRIOS E ORDENADOS;-473.014;-469.938
0109-FORT;MAR;311040101031 - EPI E UNIFORMES;-672;-600
0109-FORT;MAR;311040101032 - VALE TRANSPORTE;-24.246;-19.407
0109-FORT;MAR;311040101033 - REEMBOLSO DESPESAS;-310;0
0109-FORT;MAR;311040101036 - QUEBRA DE CAIXA;0;-1.642
0109-FORT;MAR;311040101038 - AJUDA DE CUSTO DOMINGO;0;-6.853
0109-FORT;MAR;311040101039 - AJUDA DE CUSTO FERIADO;-32.580;-19.931
0109-FORT;MAR;311040101049 - GRATIFICACOES, ADICIONAIS E CORRELATOS;-2.947;0
0109-FORT;MAR;311040101052 - SEGURO DE VIDA;-731;-1.113
0109-FORT;MAR;311040102001 - FGTS RESCISAO;0;-2.650
0109-FORT;MAR;311040102002 - INSS PATRONAL;-207.478;-200.038
0109-FORT;MAR;311040102004 - FGTS;-60.425;-55.566
0109-FORT;MAR;311040102005 - FGTS 40% E MULTAS RESCISORIAS;-6.525;-18.261
0109-FORT;MAR;311040103001 - PROVISAO SOBRE FERIAS;-68.904;-77.118
0109-FORT;MAR;311040103002 - PROVISAO SOBRE INSS S/ FERIAS;-19.844;-22.210
0109-FORT;MAR;311040103003 - PROVISAO SOBRE FGTS S/ FERIAS;-5.626;-6.169
0109-FORT;MAR;311040103005 - PROVISAO SOBRE 13º SALARIO;-73.226;-57.881
0109-FORT;MAR;311040103006 - PROVISAO SOBRE INSS S/ 13º SALARIO;-19.237;-16.670
0109-FORT;MAR;311040103007 - PROVISAO SOBRE FGTS S/ 13º SALARIO;-5.350;-4.631
0109-FORT;MAR;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;8.169;0
0109-FORT;MAR;311040109010 - ( - ) VALE REFEICAO;4.553;0
0109-FORT;MAR;311040109011 - ( - ) ASSISTENCIA MEDICA;31.609;0
0109-FORT;MAR;311040109012 - ( - ) PLANO ODONTOLOGICO;798;0
0109-FORT;MAR;311040109013 - ( - ) VALE TRANSPORTE;11.726;0
0109-FORT;MAR;311040109014 - ( - ) AVISO PREVIO;5.841;0
0109-FORT;MAR;311040201001 - AGUA/ESGOTO;-11.620;-12.750
0109-FORT;MAR;311040201002 - ALUGUEL;-2.614;-613.103
0109-FORT;MAR;311040201027 - ENERGIA ELETRICA;-206.413;-270.000
0109-FORT;MAR;311040201058 - COMUNICACAO;-3.976;-4.226
0109-FORT;MAR;311040301004 - GASTOS COM MIDIA DIGITAL;-222.007;-328.663
0109-FORT;MAR;311040301009 - GASTOS COM HONORARIOS PUBLICITARIOS;-44.800;-36.000
0109-FORT;MAR;311040301011 - GASTOS COM DESPESAS MARKETING;-2.207;-4.364
0109-FORT;MAR;311040301012 - GASTOS COM PRODUCAO/GRAFICA;-32.096;-24.000
0109-FORT;MAR;311040302006 - SERVICOS COM  RADIO INDOOR;0;-984
0109-FORT;MAR;311040302017 - SERVICOS DE TRADE MARKETING;-6.715;-9.091
0109-FORT;MAR;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;-11.040;-19.685
0109-FORT;MAR;311040302019 - PATROCINIO;0;-2.727
0109-FORT;MAR;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-5.741
0109-FORT;MAR;311040302021 - SERVICOS MARKETING VERBAS COOPERADA;-130;0
0109-FORT;MAR;311040302022 - SERVICOS COM COMUNICACAO VISUAL - MKT;0;-4.545
0109-FORT;MAR;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-377.292;0
0109-FORT;MAR;311040304005 - FRETE DE TRANSFERENCIA INTERMUNICIPAL/INTERESTADUAL - SERV. TERCEIROS;0;-290.001
0109-FORT;MAR;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-563.520;-128.987
0109-FORT;MAR;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-14.323;-18.745
0109-FORT;MAR;311040414010 - LICENCIAMENTO DE SOFTWARE;0;-3.636
0109-FORT;MAR;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-14.040;-13.040
0109-FORT;MAR;311040417004 - TAXI / UBER;-501;-300
0109-FORT;MAR;311040417006 - COMBUSTIVEL EM VIAGEM;0;-300
0109-FORT;MAR;311040429005 - SERVICOS  CONTABEIS;-16.968;-16.968
0109-FORT;MAR;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-2.400
0109-FORT;MAR;311040429011 - SERVICOS  JURIDICOS;-5.840;-6.000
0109-FORT;MAR;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-25.982;-26.373
0109-FORT;MAR;311040429017 - SERVICOS  FRETES E CARRETOS;0;-1.000
0109-FORT;MAR;311040429018 - SERVICOS  COM TECNOLOGIA;0;-608
0109-FORT;MAR;311040429020 - SERVICOS  COM MARKETING;-400;-391
0109-FORT;MAR;311040429021 - SERVICOS COM TRANSPORTE E GUARDA DE VALORES;-3.279;-8.112
0109-FORT;MAR;311040429022 - SERVICOS COM INSTALACOES E MONTAGENS;0;-1.000
0109-FORT;MAR;311040429023 - SERVICOS COM LIMPEZA E CONSERVACAO;-79.726;-83.906
0109-FORT;MAR;311040429031 - SERVICOS COM MANUTENCAO;-22.340;-29.595
0109-FORT;MAR;311040429033 - SERVICOS DE ANALISE DE AGUA;-5.746;-5.746
0109-FORT;MAR;311040502004 - BENS DE NATUREZA NAO PERMANENTE;-850;-540
0109-FORT;MAR;311040502005 - CONDUCAO E PASSAGENS;0;-434
0109-FORT;MAR;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-3.585;-3.200
0109-FORT;MAR;311040502007 - CORREIOS E MALOTES;0;-180
0109-FORT;MAR;311040502008 - DESPESAS LEGAIS E JUDICIAIS;0;-630
0109-FORT;MAR;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;-900;-900
0109-FORT;MAR;311040502016 - LANCHES E REFEICOES;0;-2.000
0109-FORT;MAR;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;0;-600
0109-FORT;MAR;311040502018 - MATERIAL DE LIMPEZA;-822;-1.260
0109-FORT;MAR;311040502025 - DESPESA COM RESSARCIMENTO;-885;-360
0109-FORT;MAR;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-2.870;-3.000
0109-FORT;MAR;311040502030 - COMBUSTIVEL PARA  GERADOR;0;-5.400
0109-FORT;MAR;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;0;-586
0109-FORT;MAR;311040502032 - MATERIAL DE SEGURANCA/ PROTECAO;-470;0
0109-FORT;MAR;311040502039 - DESPESAS COM MATERIAL CONSUMO;-6.389;-10.800
0109-FORT;MAR;311040502040 - MATERIAL COPA E COZINHA;-3.700;-4.000
0109-FORT;MAR;311040502042 - COLETA DE RESIDUOS;-8.144;-9.675
0109-FORT;MAR;311040502046 - BAIXAS DE ESTOQUE CONSUMO (5949/6949);-6.510;-1.728
0109-FORT;MAR;311040502047 - MATERIAIS DE DIVULGACOES INTERNAS;0;-1.200
0109-FORT;MAR;311040502048 - EXAMES MEDICOS E HOSPITALARES;-924;-1.900
0109-FORT;MAR;311040503001 - ENCARGOS DE DEPRECIACAO;-166.876;-166.857
0109-FORT;MAR;311040503002 - ENCARGOS DE AMORTIZACAO;-80.905;-229.893
0109-FORT;MAR;311040503003 - DESPESA COM AMORTIZACAO - ATIVO DE DIREITO DE USO;-160.958;0
0109-FORT;MAR;311040504003 - ( - )  DESPESA COM AMORTIZACAO - ATIVO DE DIREITO DE USO;61.515;0
0109-FORT;MAR;311040701005 - CONTRIBUICAO SINDICAL;-10.729;0
0109-FORT;MAR;311040701007 - GNRE;0;-6.560
0109-FORT;MAR;311040701008 - IMPOSTOS E TAXAS GERAIS;-88.513;-102.393
0109-FORT;MAR;311040701011 - PIS/COFINS SOBRE RECEITA DE VERBAS;-46.161;0
0109-FORT;MAR;311040801001 - MANUTENCAO E REPARO BENS MOVEIS;-5.609;-4.600
0109-FORT;MAR;311040801003 - MANUTENCAO E REPARO INSTALACOES IMOVEIS TERCEIR;0;-1.080
0109-FORT;MAR;311041001006 - PROVISAO PARA CONTINGENCIAS TRABALHISTAS;0;-3.000
0109-FORT;MAR;311041001007 - PROVISAO PARA CONTINGENCIAS ADMINISTRATIVAS;0;-1.600
0109-FORT;MAR;311041001008 - PROVISAO CONTINGENCIAS CIVEIS;0;-1.833
0109-FORT;MAR;311041101003 - MULTA DE NATUREZA NAO COMPENSATORIA;-38.880;0
0109-FORT;MAR;311041101005 - BRINDES INSTITUCIONAIS;-6.334;-8.400
0109-FORT;MAR;311041205003 - RECEITA DE ALUGUEL;-6.000;12.000
0109-FORT;MAR;311041205005 - RECEITA DE VERBAS COOPERADA;255.208;0
0109-FORT;MAR;311050101018 - DESPESA COM BONIFICACAO;-4.658;-781
0109-FORT;MAR;311050101021 - TAXAS DE ADMINISTRACAO DE CARTAO;-372.462;-269.220
0109-FORT;MAR;311050102002 - COMBUSTIVEL PARA EMPILHADEIRAS;-13.978;-20.000
0109-FORT;MAR;311050103001 - FRETE DE ENTREGA PARA CLIENTES;-2.200;-250.111
0109-FORT;MAR;311070101003 - DESPESAS BANCÁRIAS;-2.615;-1.325
0109-FORT;MAR;311070101005 - JUROS SOBRE EMPRÉSTIMOS/CONTA GARANTIDA;-961.867;-674.011
0109-FORT;MAR;311070101007 - JUROS PASSIVOS;-1;-342
0109-FORT;MAR;311070101014 - JUROS S/ ATIVO DE DIREITO DE USO;-624.846;0
0109-FORT;MAR;311070101018 - DESCONTOS CONCEDIDOS;0;-2.051
0109-FORT;MAR;311070103001 - RECEITAS JUROS ATIVOS;425;1.089
0109-FORT;MAR;311070103002 - DESCONTOS OBTIDOS;6.620;3.923
0109-FORT;MAR;311070104023 - RECEITA DE VERBAS DESCONTOS EM DUPLICATAS;479.567;0
0109-FORT;MAR;Encargos sobre comissões;-113.533;-142.314
0109-FORT;MAR;Estorno Encargos sobre comissões;113.533;142.314
0109-FORT;MAR;QUEBRA;0;-186.441
0109-FORT;MAR;Rateio do Credito Pis e Cofins;252.334;0
0109-FORT;MAR;VPC;0;567.640
0109-FORT;ABR;311010101001 - RECEITA DE MERCADORIAS VENDIDAS NACIONAL;14.800.979;17.593.868
0109-FORT;ABR;311010101006 - RECEITA DE FRETE MERCADORIA;14.493;61.977
0109-FORT;ABR;311010102002 - ( - ) DESCONTOS INCONDICIONAIS;-1.138.902;-776.514
0109-FORT;ABR;311010102003 - ( - ) ICMS S/ REVENDA MERCADORIA;-572.927;-746.253
0109-FORT;ABR;311010102004 - ( - ) COFINS;-963.964;-1.142.316
0109-FORT;ABR;311010102005 - ( - ) PIS/PASEP;-209.285;-266.847
0109-FORT;ABR;311010102011 - ( - ) DEVOLUCAO DE VENDAS;-394.003;-827.569
0109-FORT;ABR;311010201002 - RECEITA DE RECARGA DE CELULAR;2;0
0109-FORT;ABR;311010201004 - RECEITA DE FRETE DE CLIENTE;64.965;0
0109-FORT;ABR;311010202001 - ISS;-3.248;-3.099
0109-FORT;ABR;311010202002 - PIS;-1.072;-1.023
0109-FORT;ABR;311010202003 - COFINS;-4.937;-4.710
0109-FORT;ABR;311020101001 - CUSTO DE MERCADORIA VENDIDA NACIONAL;-8.334.247;-9.334.411
0109-FORT;ABR;311020101003 - CUSTO SOBRE QUEBRA DE MERCADORIA;-142.092;0
0109-FORT;ABR;311040101001 - ADICIONAL NOTURNO;0;-922
0109-FORT;ABR;311040101005 - ALIMENTAÇÃO;-82.470;-118.956
0109-FORT;ABR;311040101006 - ASSITÊNCIA MÉDICA;-36.021;0
0109-FORT;ABR;311040101007 - AVISO PRÉVIO;0;-20.183
0109-FORT;ABR;311040101008 - BENEFÍCIOS A EMPREGADOS;0;-1.443
0109-FORT;ABR;311040101010 - COMISSÃO E REPOUSO REMUNERADO;-195.108;-229.538
0109-FORT;ABR;311040101012 - CURSOS/TREINAMENTOS JD;0;-1.000
0109-FORT;ABR;311040101015 - FERIAS;0;-9.611
0109-FORT;ABR;311040101018 - GRATIFICAÇÕES / PREMIAÇÕES;-6.600;-8.000
0109-FORT;ABR;311040101019 - HORAS EXTRAS;-3.777;-5.500
0109-FORT;ABR;311040101022 - MENOR APRENDIZ;-678;-2.800
0109-FORT;ABR;311040101027 - PERICULOSIDADE;-2.470;-2.996
0109-FORT;ABR;311040101029 - SALÁRIOS E ORDENADOS;-485.602;-469.938
0109-FORT;ABR;311040101031 - EPI E UNIFORMES;-13.680;-15.000
0109-FORT;ABR;311040101032 - VALE TRANSPORTE;-27.019;-19.407
0109-FORT;ABR;311040101033 - REEMBOLSO DESPESAS;-310;0
0109-FORT;ABR;311040101036 - QUEBRA DE CAIXA;0;-1.642
0109-FORT;ABR;311040101038 - AJUDA DE CUSTO DOMINGO;0;-6.853
0109-FORT;ABR;311040101039 - AJUDA DE CUSTO FERIADO;-14.118;-19.931
0109-FORT;ABR;311040101049 - GRATIFICACOES, ADICIONAIS E CORRELATOS;-3.632;0
0109-FORT;ABR;311040101052 - SEGURO DE VIDA;-731;-1.113
0109-FORT;ABR;311040102001 - FGTS RESCISAO;0;-2.650
0109-FORT;ABR;311040102002 - INSS PATRONAL;-208.652;-200.038
0109-FORT;ABR;311040102004 - FGTS;-60.893;-55.566
0109-FORT;ABR;311040102005 - FGTS 40% E MULTAS RESCISORIAS;0;-18.261
0109-FORT;ABR;311040103001 - PROVISAO SOBRE FERIAS;-85.939;-77.118
0109-FORT;ABR;311040103002 - PROVISAO SOBRE INSS S/ FERIAS;-24.750;-22.210
0109-FORT;ABR;311040103003 - PROVISAO SOBRE FGTS S/ FERIAS;-6.809;-6.169
0109-FORT;ABR;311040103005 - PROVISAO SOBRE 13º SALARIO;-57.506;-57.881
0109-FORT;ABR;311040103006 - PROVISAO SOBRE INSS S/ 13º SALARIO;-16.562;-16.670
0109-FORT;ABR;311040103007 - PROVISAO SOBRE FGTS S/ 13º SALARIO;-4.551;-4.631
0109-FORT;ABR;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;3.622;0
0109-FORT;ABR;311040109011 - ( - ) ASSISTENCIA MEDICA;31.117;0
0109-FORT;ABR;311040109012 - ( - ) PLANO ODONTOLOGICO;948;0
0109-FORT;ABR;311040109013 - ( - ) VALE TRANSPORTE;9.862;0
0109-FORT;ABR;311040201001 - AGUA/ESGOTO;-9.238;-12.750
0109-FORT;ABR;311040201002 - ALUGUEL;-2.614;-613.103
0109-FORT;ABR;311040201027 - ENERGIA ELETRICA;-236.498;-260.000
0109-FORT;ABR;311040201058 - COMUNICACAO;-3.456;-4.226
0109-FORT;ABR;311040301004 - GASTOS COM MIDIA DIGITAL;-122.666;-261.094
0109-FORT;ABR;311040301009 - GASTOS COM HONORARIOS PUBLICITARIOS;-39.200;-36.000
0109-FORT;ABR;311040301011 - GASTOS COM DESPESAS MARKETING;-2.207;-4.364
0109-FORT;ABR;311040301012 - GASTOS COM PRODUCAO/GRAFICA;-35.168;-14.000
0109-FORT;ABR;311040302006 - SERVICOS COM  RADIO INDOOR;0;-984
0109-FORT;ABR;311040302017 - SERVICOS DE TRADE MARKETING;-28.245;0
0109-FORT;ABR;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;-10.196;-13.123
0109-FORT;ABR;311040302019 - PATROCINIO;0;-2.727
0109-FORT;ABR;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-5.741
0109-FORT;ABR;311040302022 - SERVICOS COM COMUNICACAO VISUAL - MKT;0;-4.545
0109-FORT;ABR;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-51.071;0
0109-FORT;ABR;311040304005 - FRETE DE TRANSFERENCIA INTERMUNICIPAL/INTERESTADUAL - SERV. TERCEIROS;0;-271.568
0109-FORT;ABR;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-122.309;-128.987
0109-FORT;ABR;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-15.653;-18.745
0109-FORT;ABR;311040414010 - LICENCIAMENTO DE SOFTWARE;0;-3.636
0109-FORT;ABR;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-14.040;-13.040
0109-FORT;ABR;311040417002 - HOTEIS E ESTADIAS;-2.049;0
0109-FORT;ABR;311040417004 - TAXI / UBER;0;-300
0109-FORT;ABR;311040417006 - COMBUSTIVEL EM VIAGEM;0;-300
0109-FORT;ABR;311040429005 - SERVICOS  CONTABEIS;-16.968;-16.968
0109-FORT;ABR;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-2.400
0109-FORT;ABR;311040429011 - SERVICOS  JURIDICOS;-5.840;-6.000
0109-FORT;ABR;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-24.577;-26.373
0109-FORT;ABR;311040429017 - SERVICOS  FRETES E CARRETOS;-5.445;-1.000
0109-FORT;ABR;311040429018 - SERVICOS  COM TECNOLOGIA;0;-608
